game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score,result,total,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,home_team_money_line_5Dimes,home_team_money_line_sportbet,away_team_money_line_5Dimes,away_team_money_line_sportbet,home_team_money_line_bet365,away_team_money_line_bet365,home_team_money_line_BETOnline,home_team_money_line_SPORTS BETTING,away_team_money_line_BETOnline,away_team_money_line_SPORTS BETTING,home_team_money_line_BOVADA,home_team_money_line_bodog,away_team_money_line_BOVADA,away_team_money_line_bodog,home_team_money_line_BOOKMAKER,home_team_money_line_BetCRIS,away_team_money_line_BOOKMAKER,away_team_money_line_BetCRIS,home_team_money_line_JAZZ,away_team_money_line_JAZZ,home_team_money_line_JUSTBET,away_team_money_line_JUSTBET,home_team_money_line_MATCHBOOK,away_team_money_line_MATCHBOOK,home_team_money_line_PINNACLE,away_team_money_line_PINNACLE,home_team_money_line_Sports Interaction,away_team_money_line_Sports Interaction,home_team_money_line_youwager.eu,away_team_money_line_youwager.eu,home_team_spread_5Dimes,home_team_spread_sportbet,away_team_spread_5Dimes,away_team_spread_sportbet,home_team_spread_bet365,away_team_spread_bet365,home_team_spread_BETOnline,home_team_spread_SPORTS BETTING,away_team_spread_BETOnline,away_team_spread_SPORTS BETTING,home_team_spread_BOVADA,home_team_spread_bodog,away_team_spread_BOVADA,away_team_spread_bodog,home_team_spread_BOOKMAKER,home_team_spread_BetCRIS,away_team_spread_BOOKMAKER,away_team_spread_BetCRIS,home_team_spread_JAZZ,away_team_spread_JAZZ,home_team_spread_JUSTBET,away_team_spread_JUSTBET,home_team_spread_MATCHBOOK,away_team_spread_MATCHBOOK,home_team_spread_PINNACLE,away_team_spread_PINNACLE,home_team_spread_Sports Interaction,away_team_spread_Sports Interaction,home_team_spread_youwager.eu,away_team_spread_youwager.eu,under_total_5Dimes,under_total_sportbet,over_total_5Dimes,over_total_sportbet,under_total_bet365,over_total_bet365,under_total_BETOnline,under_total_SPORTS BETTING,over_total_BETOnline,over_total_SPORTS BETTING,under_total_BOVADA,under_total_bodog,over_total_BOVADA,over_total_bodog,under_total_BOOKMAKER,under_total_BetCRIS,over_total_BOOKMAKER,over_total_BetCRIS,under_total_JAZZ,over_total_JAZZ,under_total_JUSTBET,over_total_JUSTBET,under_total_MATCHBOOK,over_total_MATCHBOOK,under_total_PINNACLE,over_total_PINNACLE,under_total_Sports Interaction,over_total_Sports Interaction,under_total_youwager.eu,over_total_youwager.eu,away_team_money_line_intertops,home_team_money_line_intertops,away_team_spread_intertops,home_team_spread_intertops,under_total_intertops,over_total_intertops,away_team_money_line_HERITAGE,home_team_money_line_HERITAGE,away_team_spread_HERITAGE,home_team_spread_HERITAGE,under_total_HERITAGE,over_total_HERITAGE,away_team_money_line_BetPHOENIX,home_team_money_line_BetPHOENIX,away_team_spread_BetPHOENIX,home_team_spread_BetPHOENIX,under_total_BetPHOENIX,over_total_BetPHOENIX,away_team_money_line_SBR,home_team_money_line_SBR,away_team_spread_SBR,home_team_spread_SBR,under_total_SBR,over_total_SBR
2011_17_CHI_MIN,2011.0,REG,17.0,2012-01-01,CHI,17.0,MIN,13.0,-4.0,30.0,132.0,-146.0,1.5,120.0,-130.0,41.5,-103.0,-107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_BUF_NE,2011.0,REG,17.0,2012-01-01,BUF,21.0,NE,49.0,28.0,70.0,474.0,-568.0,10.0,-101.0,-107.0,49.5,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_CAR_NO,2011.0,REG,17.0,2012-01-01,CAR,17.0,NO,45.0,28.0,62.0,264.0,-300.0,7.0,-105.0,-103.0,54.5,-113.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_WAS_PHI,2011.0,REG,17.0,2012-01-01,WAS,10.0,PHI,34.0,24.0,44.0,281.0,-320.0,7.0,-106.0,-102.0,44.0,-104.0,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_SF_STL,2011.0,REG,17.0,2012-01-01,SF,34.0,STL,27.0,-7.0,61.0,-711.0,577.0,-12.5,-102.0,-106.0,35.5,-110.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_SEA_ARI,2011.0,REG,17.0,2012-01-01,SEA,20.0,ARI,23.0,3.0,43.0,123.0,-136.0,2.5,-102.0,-106.0,40.5,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_TB_ATL,2011.0,REG,17.0,2012-01-01,TB,24.0,ATL,45.0,21.0,69.0,400.0,-470.0,10.0,108.0,-117.0,45.5,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_BAL_CIN,2011.0,REG,17.0,2012-01-01,BAL,24.0,CIN,16.0,-8.0,40.0,-153.0,138.0,-2.5,-121.0,112.0,37.5,100.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_PIT_CLE,2011.0,REG,17.0,2012-01-01,PIT,13.0,CLE,9.0,-4.0,22.0,-325.0,285.0,-7.0,-114.0,105.0,33.0,-108.0,-102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_KC_DEN,2011.0,REG,17.0,2012-01-01,KC,7.0,DEN,3.0,-4.0,10.0,113.0,-125.0,1.0,110.0,-119.0,37.0,-103.0,-107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_SD_OAK,2011.0,REG,17.0,2012-01-01,SD,38.0,OAK,26.0,-12.0,64.0,118.0,-130.0,2.5,100.0,-108.0,50.5,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_17_DAL_NYG,2011.0,REG,17.0,2012-01-01,DAL,14.0,NYG,31.0,17.0,45.0,145.0,-161.0,3.0,-109.0,101.0,48.0,-101.0,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_18_CIN_HOU,2011.0,WC,18.0,2012-01-07,CIN,10.0,HOU,31.0,21.0,41.0,202.0,-226.0,4.0,103.0,-111.0,38.0,-106.0,-104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_18_DET_NO,2011.0,WC,18.0,2012-01-07,DET,28.0,NO,45.0,17.0,73.0,439.0,-520.0,10.5,-116.0,107.0,59.5,112.0,-124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_18_ATL_NYG,2011.0,WC,18.0,2012-01-08,ATL,2.0,NYG,24.0,22.0,26.0,130.0,-144.0,3.0,-122.0,113.0,47.5,110.0,-121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_18_PIT_DEN,2011.0,WC,18.0,2012-01-08,PIT,23.0,DEN,29.0,6.0,52.0,-335.0,293.0,-7.5,102.0,-110.0,34.0,-102.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_19_NO_SF,2011.0,DIV,19.0,2012-01-14,NO,32.0,SF,36.0,4.0,68.0,-165.0,149.0,-3.5,111.0,-120.0,46.5,106.0,-117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_19_DEN_NE,2011.0,DIV,19.0,2012-01-14,DEN,10.0,NE,45.0,35.0,55.0,551.0,-674.0,14.0,100.0,-108.0,50.0,-114.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_19_HOU_BAL,2011.0,DIV,19.0,2012-01-15,HOU,13.0,BAL,20.0,7.0,33.0,310.0,-355.0,7.5,-110.0,102.0,37.0,-113.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_19_NYG_GB,2011.0,DIV,19.0,2012-01-15,NYG,37.0,GB,20.0,-17.0,57.0,347.0,-402.0,8.5,100.0,-108.0,54.0,-107.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_20_BAL_NE,2011.0,CON,20.0,2012-01-22,BAL,20.0,NE,23.0,3.0,43.0,273.0,-310.0,7.0,-108.0,100.0,49.0,-104.0,-106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_20_NYG_SF,2011.0,CON,20.0,2012-01-22,NYG,20.0,SF,17.0,-3.0,37.0,122.0,-135.0,2.0,106.0,-115.0,40.5,-115.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011_21_NYG_NE,2011.0,SB,21.0,2012-02-05,NYG,21.0,NE,17.0,-4.0,38.0,137.0,-149.0,3.0,-109.0,103.0,53.0,100.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-240.0,-240.0,220.0,220.0,-260.0,215.0,-250.0,-250.0,210.0,210.0,-250.0,-250.0,210.0,210.0,-260.0,-260.0,220.0,220.0,-250.0,210.0,-255.0,215.0,-238.0,200.0,-250.0,222.0,-230.0,190.0,-250.0,210.0,-107.0,-107.0,-103.0,-103.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-111.0,106.0,-108.0,100.0,-115.0,-105.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-109.0,-107.0,104.0,-115.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-120.0,-120.0,110.0,110.0,-120.0,-100.0,-125.0,-125.0,105.0,105.0,,,,,-120.0,-120.0,100.0,100.0,-130.0,110.0,-122.0,102.0,-120.0,112.0,-125.0,113.0,-115.0,-105.0,-120.0,100.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-111.0,109.0,-117.0,108.0,-110.0,-110.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-102.0,-101.0,-109.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,108.0,108.0,-118.0,-118.0,105.0,-125.0,100.0,100.0,-120.0,-120.0,,,,,105.0,105.0,-125.0,-125.0,100.0,-120.0,102.0,-122.0,107.0,-111.0,105.0,-116.0,115.0,-135.0,115.0,-135.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-125.0,-125.0,105.0,105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,103.0,-105.0,101.0,-109.0,-120.0,100.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-104.0,103.0,-101.0,-109.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-305.0,-305.0,275.0,275.0,-310.0,250.0,-320.0,-320.0,270.0,270.0,-310.0,-310.0,255.0,255.0,-350.0,-350.0,290.0,290.0,-300.0,250.0,-300.0,250.0,-288.0,264.0,-310.0,273.0,-335.0,265.0,-300.0,240.0,100.0,100.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-114.0,105.0,-118.0,109.0,-115.0,-105.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,101.0,-104.0,-101.0,-109.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-410.0,-410.0,365.0,365.0,-450.0,350.0,-435.0,-435.0,360.0,360.0,,,,,-425.0,-425.0,355.0,355.0,-430.0,350.0,-440.0,360.0,-450.0,350.0,-430.0,369.0,-475.0,365.0,-440.0,340.0,-108.0,-108.0,-102.0,-102.0,-105.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,104.0,-106.0,102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-102.0,100.0,-106.0,-104.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,105.0,105.0,-115.0,-115.0,-100.0,-120.0,108.0,108.0,-128.0,-128.0,,,,,100.0,100.0,-120.0,-120.0,-105.0,-115.0,-101.0,-119.0,104.0,-109.0,-102.0,-108.0,110.0,-130.0,105.0,-125.0,-109.0,-109.0,-101.0,-101.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-103.0,100.0,-106.0,-102.0,-105.0,-115.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,102.0,-105.0,-101.0,-109.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-190.0,-190.0,175.0,175.0,-210.0,175.0,-210.0,-210.0,180.0,180.0,-210.0,-210.0,175.0,175.0,-215.0,-215.0,185.0,185.0,-200.0,170.0,-205.0,172.0,-195.0,169.0,-192.0,173.0,-230.0,190.0,-210.0,175.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-101.0,100.0,100.0,-108.0,-115.0,-105.0,-110.0,-110.0,-109.0,-109.0,-101.0,-101.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-103.0,100.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,185.0,185.0,-200.0,-200.0,185.0,-225.0,180.0,180.0,-210.0,-210.0,180.0,180.0,-220.0,-220.0,185.0,185.0,-215.0,-215.0,180.0,-220.0,175.0,-210.0,174.0,-196.0,180.0,-200.0,195.0,-245.0,180.0,-220.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-102.0,-102.0,-106.0,-102.0,-105.0,-115.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-102.0,-103.0,-107.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-122.0,-122.0,112.0,112.0,-125.0,105.0,-125.0,-125.0,105.0,105.0,,,,,-125.0,-125.0,105.0,105.0,-135.0,115.0,-125.0,105.0,-117.0,115.0,-125.0,113.0,-115.0,-105.0,-120.0,100.0,-107.0,-107.0,-103.0,-103.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-114.0,105.0,-118.0,109.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-103.0,100.0,-107.0,-103.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-290.0,-290.0,260.0,260.0,-300.0,240.0,-310.0,-310.0,260.0,260.0,,,,,-275.0,-275.0,235.0,235.0,-320.0,260.0,-310.0,255.0,-294.0,266.0,-302.0,266.0,-360.0,280.0,-307.0,244.0,-113.0,-113.0,103.0,103.0,-115.0,-105.0,-115.0,-115.0,-105.0,-105.0,-120.0,-120.0,100.0,100.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-105.0,-115.0,-108.0,102.0,-113.0,104.0,-120.0,100.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-102.0,-107.0,-107.0,-103.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-410.0,-410.0,365.0,365.0,-450.0,350.0,-440.0,-440.0,365.0,365.0,-400.0,-400.0,300.0,300.0,-430.0,-430.0,360.0,360.0,-375.0,315.0,-445.0,365.0,-450.0,350.0,-453.0,387.0,-480.0,370.0,-430.0,330.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-101.0,100.0,-102.0,-106.0,-115.0,-105.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-104.0,103.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-230.0,-230.0,210.0,210.0,-260.0,215.0,-240.0,-240.0,200.0,200.0,-245.0,-245.0,205.0,205.0,-250.0,-250.0,210.0,210.0,-245.0,205.0,-240.0,200.0,-330.0,162.0,-239.0,213.0,-250.0,200.0,-260.0,220.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-103.0,100.0,-104.0,-104.0,-110.0,-110.0,-110.0,-110.0,-102.0,-102.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,105.0,-113.0,-101.0,-109.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-102.0,-102.0,-108.0,-108.0,-105.0,-115.0,-105.0,-105.0,-115.0,-115.0,,,,,100.0,100.0,-120.0,-120.0,100.0,-120.0,-104.0,-116.0,-101.0,-109.0,101.0,-111.0,100.0,-120.0,100.0,-120.0,-110.0,-110.0,100.0,100.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-103.0,102.0,-102.0,-106.0,-105.0,-115.0,-110.0,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-104.0,100.0,-110.0,100.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-255.0,-255.0,235.0,235.0,-280.0,230.0,-280.0,-280.0,235.0,235.0,-270.0,-270.0,230.0,230.0,-300.0,-300.0,250.0,250.0,-300.0,250.0,-280.0,240.0,-258.0,250.0,-270.0,239.0,-275.0,225.0,-290.0,235.0,-105.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0,101.0,-102.0,-102.0,-106.0,-115.0,-105.0,-110.0,-110.0,-103.0,-103.0,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,101.0,-109.0,-101.0,-110.0,-110.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,295.0,295.0,-325.0,-325.0,280.0,-360.0,285.0,285.0,-340.0,-340.0,310.0,310.0,-420.0,-420.0,290.0,290.0,-350.0,-350.0,,,295.0,-355.0,300.0,-310.0,289.0,-330.0,320.0,-420.0,285.0,-365.0,-113.0,-113.0,103.0,103.0,-105.0,-115.0,-105.0,-105.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,100.0,-102.0,-104.0,-104.0,-110.0,-110.0,-110.0,-110.0,100.0,100.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,103.0,-106.0,100.0,-110.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-167.0,-167.0,157.0,157.0,-175.0,155.0,-175.0,-175.0,155.0,155.0,-170.0,-170.0,150.0,150.0,-175.0,-175.0,155.0,155.0,-175.0,155.0,-173.0,153.0,-162.0,157.0,-170.0,153.0,-180.0,150.0,-180.0,160.0,-113.0,-113.0,103.0,103.0,-120.0,-100.0,-120.0,-120.0,100.0,100.0,-125.0,-125.0,105.0,105.0,-120.0,-120.0,100.0,100.0,-125.0,105.0,-120.0,100.0,-110.0,107.0,-110.0,102.0,-110.0,-110.0,-130.0,110.0,-108.0,-108.0,-102.0,-102.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,100.0,-101.0,-103.0,-107.0,-115.0,-105.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,
